disease_id,gene,disease_name,omim_id,inheritance,phenotype_concern_list
D0132,CHRNA1,"Congenital myasthenic syndrome-1 (1A, slow-channel)",OMIM:601462,AD,feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0133,CHRNA1,"Congenital myasthenic syndrome-1 (1B, fast-channel)",OMIM:608930,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0208,DOK7,Congenital myasthenic syndrome-10,OMIM:254300,AR,gait / coordination concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0516,RAPSN,Congenital myasthenic syndrome-11,OMIM:616326,AR,fatigability / low stamina concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern
D0281,GFPT1,Congenital myasthenic syndrome-12,OMIM:610542,AR,developmental delay concern; gait / coordination concern; motor weakness concern; vision / ocular tracking concern
D0209,DPAGT1,Congenital myasthenic syndrome-13,OMIM:614750,AR,developmental delay concern; motor weakness concern
D0039,ALG2,Congenital myasthenic syndrome-14,OMIM:616228,AR,developmental delay concern; gait / coordination concern; motor weakness concern; musculoskeletal concern
D0549,SCN4A,Congenital myasthenic syndrome-16,OMIM:614198,AR,developmental delay concern; gait / coordination concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0148,COL13A1,Congenital myasthenic syndrome-19,OMIM:616720,AR,developmental delay concern; fatigability / low stamina concern; feeding / swallowing concern; gastrointestinal concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern
D0135,CHRNB1,"Congenital myasthenic syndrome-2 (2C, associated with acetylcholine receptor deficiency)",OMIM:616314,AR,feeding / swallowing concern; gastrointestinal concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern
D0134,CHRNB1,"Congenital myasthenic syndrome-2 (2A, slow-channel)",OMIM:616313,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; vision / ocular tracking concern
D0596,SLC5A7,Congenital myasthenic syndrome-20,OMIM:617143,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; respiratory concern; vision / ocular tracking concern
D0569,SLC18A3,Congenital myasthenic syndrome-21,OMIM:617239,AR,fatigability / low stamina concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; motor weakness concern; musculoskeletal concern; respiratory concern; skin concern; vision / ocular tracking concern
D0503,PREPL,Congenital myasthenic syndrome-22,OMIM:616224,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; motor weakness concern; recurrent / unusual infection concern; renal / urinary concern
D0574,SLC25A1,Congenital myasthenic syndrome-23,OMIM:618197,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; motor weakness concern
D0419,MYO9A,Congenital myasthenic syndrome-24,OMIM:618198,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; respiratory concern; vision / ocular tracking concern
D0656,VAMP1,Congenital myasthenic syndrome-25,OMIM:618323,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; vision / ocular tracking concern
D0138,CHRND,"Congenital myasthenic syndrome-3 (3B, fast-channel)",OMIM:616322,AR,feeding / swallowing concern; gastrointestinal concern; motor weakness concern; respiratory concern; vision / ocular tracking concern
D0136,CHRND,"Congenital myasthenic syndrome-3 (3A, slow-channel)",OMIM:616321,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; motor weakness concern; respiratory concern
D0137,CHRND,"Congenital myasthenic syndrome-3 (3C, associated with acetylcholine receptor deficiency)",OMIM:616323,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern
D0151,COLQ,Congenital myasthenic syndrome-5,OMIM:603034,AR,feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0127,CHAT,Congenital myasthenic syndrome-6,OMIM:254210,AR,feeding / swallowing concern; gastrointestinal concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0416,MUSK,Congenital myasthenic syndrome-9,OMIM:616325,AR,feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0238,F2,Congenital prothrombin deficiency,OMIM:613679,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0565,SI,Congenital sucrase-isomaltase deficiency,OMIM:222900,AR,gastrointestinal concern; musculoskeletal concern; renal / urinary concern
D0432,NKX2-5,Conotruncal heart malformations,OMIM:217095,AD,developmental delay concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0651,UGT1A1,Crigler-Najjar syndrome type I,OMIM:218800,AR,gastrointestinal concern; skin concern
D0437,NLRP3,Cryopyrin associated periodic fever syndrome,OMIM:191900,AD,gastrointestinal concern; growth / weight concern; hearing concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern; systemic red flag concern
D0125,CFTR,Cystic fibrosis,OMIM:219700,AR,gastrointestinal concern; growth / weight concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0163,CTNS,"Cystinosis, nephropathic",OMIM:219800,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0324,HSD17B4,D-bifunctional protein deficiency,OMIM:261515,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; musculoskeletal concern; renal / urinary concern; seizure-like event concern; vision / ocular tracking concern
D0287,GJB2,Deafness,OMIM:124500,AR,hearing concern
D0287,GJB2,Deafness,OMIM:602540,AR,hearing concern
D0287,GJB2,Deafness,OMIM:149200,AR,hearing concern
D0287,GJB2,Deafness,OMIM:148210,AR,hearing concern
D0287,GJB2,Deafness,OMIM:220290,AR,hearing concern
D0287,GJB2,Deafness,OMIM:601544,AR,hearing concern
D0287,GJB2,Deafness,OMIM:148350,AR,hearing concern
D0016,ACTG1,"Deafness, autosomal dominant 20/26",OMIM:604717,AD,hearing concern
D0579,SLC26A4,"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct",OMIM:600791,AR,hearing concern
D0661,WT1,Denys-Drash syndrome,OMIM:194080,AD,developmental delay concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0551,SCN8A,Developmental and epileptic encephalopathy 13,OMIM:614558,AD,developmental delay concern; developmental regression concern; language / cognitive concern; seizure-like event concern; social interaction / behavioral concern
D0114,CDKL5,Developmental and epileptic encephalopathy 2,OMIM:300672,XLD,developmental delay concern; developmental regression concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; musculoskeletal concern; respiratory concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0300,GRIN2B,Developmental and epileptic encephalopathy 27,OMIM:616139,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; seizure-like event concern
D0615,STXBP1,Developmental and epileptic encephalopathy 4,OMIM:612164,AR,developmental delay concern; developmental regression concern; language / cognitive concern; seizure-like event concern; vision / ocular tracking concern
D0318,HNRNPU,Developmental and epileptic encephalopathy 54,OMIM:617391,AD,developmental delay concern; developmental regression concern; language / cognitive concern; seizure-like event concern
D0018,ACTL6B,Developmental and epileptic encephalopathy 76,OMIM:618470,AR,developmental delay concern; gait / coordination concern; language / cognitive concern; musculoskeletal concern; seizure-like event concern; skin concern; social interaction / behavioral concern
D0128,CHD2,Developmental and epileptic encephalopathy 94,OMIM:615369,AD,developmental delay concern; developmental regression concern; language / cognitive concern; seizure-like event concern; social interaction / behavioral concern
D0070,AVPR2,"Diabetes insipidus, nephrogenic, 1",OMIM:304800,XLR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern; systemic red flag concern
D0069,AVP,"Diabetes insipidus, neurohypophyseal",OMIM:125700,AD,renal / urinary concern; systemic red flag concern; recurrent / unusual infection concern; growth / weight concern; musculoskeletal concern
D0291,GLIS3,"Diabetes mellitus, neonatal, with congenital hypothyroidism",OMIM:610199,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern
D0279,GCK,"Diabetes mellitus, permanent neonatal 1",OMIM:606176,AR,growth / weight concern
D0002,ABCC8,"Diabetes mellitus, permanent neonatal 3, with or without neurologic features",OMIM:618857,AR,developmental delay concern; growth / weight concern; motor weakness concern; renal / urinary concern; social interaction / behavioral concern
D0360,KCNJ11,"Diabetes, permanent neonatal 2, with or without neurologic features",OMIM:618856,AD,developmental delay concern; musculoskeletal concern; seizure-like event concern
D0535,RPS19,Diamond-Blackfan anemia 1,OMIM:105650,AD,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; skin concern; vision / ocular tracking concern
D0532,RPL5,Diamond-Blackfan anemia 6,OMIM:612561,AD,growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; respiratory / cardiopulmonary concern; respiratory concern
D0537,RPS26,Diamond-Blackfan anemia 10,OMIM:613309,AD,growth / weight concern; hearing concern; hematologic / bleeding concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern
D0529,RPL15,Diamond-Blackfan anemia 12,OMIM:615550,AD,hematologic / bleeding concern; musculoskeletal concern; respiratory / cardiopulmonary concern
D0536,RPS24,Diamond-Blackfan anemia 3,OMIM:610629,AD,hematologic / bleeding concern
D0534,RPS17,Diamond-Blackfan anemia 4,OMIM:612527,AD,growth / weight concern; hematologic / bleeding concern; respiratory / cardiopulmonary concern
D0531,RPL35A,Diamond-Blackfan anemia 5,OMIM:612528,AD,developmental delay concern; growth / weight concern; hematologic / bleeding concern; renal / urinary concern; respiratory / cardiopulmonary concern
D0528,RPL11,Diamond-Blackfan anemia 7,OMIM:612562,AD,gastrointestinal concern; growth / weight concern; hearing concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern
D0538,RPS7,Diamond-Blackfan anemia 8,OMIM:612563,AD,growth / weight concern; hematologic / bleeding concern
D0533,RPS10,Diamond-Blackfan anemia 9,OMIM:613308,AD,growth / weight concern; hematologic / bleeding concern
D0578,SLC26A3,"Diarrhea 1, secretory chloride, congenital",OMIM:214700,AR,gastrointestinal concern; growth / weight concern
D0606,SPINT2,"Diarrhea 3, secretory sodium, congenital, syndromic",OMIM:270420,AR,gastrointestinal concern; renal / urinary concern; skin concern
D0426,NEUROG3,"Diarrhea 4, malabsorptive, congenital",OMIM:610370,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; renal / urinary concern
D0225,EPCAM,"Diarrhea 5, with tufting enteropathy, congenital",OMIM:613217,AR,gastrointestinal concern; growth / weight concern
D0182,DGAT1,"Diarrhea 7, protein-losing enteropathy type",OMIM:615863,AR,gastrointestinal concern; growth / weight concern; musculoskeletal concern
D0600,SLC9A3,"Diarrhea 8, secretory sodium, congenital",OMIM:616868,AR,feeding / swallowing concern; gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern
D0075,BCL11A,Dias-Logan syndrome,OMIM:617101,AD,developmental delay concern; gait / coordination concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; social interaction / behavioral concern; vision / ocular tracking concern
D0186,DLD,Dihydrolipoamide dehydrogenase deficiency,OMIM:246900,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; respiratory / cardiopulmonary concern; seizure-like event concern
D0590,SLC4A1,Distal renal tubular acidosis 1,OMIM:179800,AD,motor weakness concern; musculoskeletal concern; renal / urinary concern
D0064,ATP6V1B1,Distal renal tubular acidosis 2 with progressive sensorineural hearing loss,OMIM:267300,AR,hearing concern; renal / urinary concern
D0063,ATP6V0A4,"Distal renal tubular acidosis 3, with or without sensorineural hearing loss",OMIM:602722,AR,gastrointestinal concern; growth / weight concern; hearing concern; renal / urinary concern
D0591,SLC4A1,Distal renal tubular acidosis 4 with hemolytic anemia,OMIM:611590,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; renal / urinary concern; skin concern; social interaction / behavioral concern
D0052,AQP2,"Dominant diabetes insipidus, nephrogenic, 2",OMIM:125800,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern; systemic red flag concern
D0632,TH,Dopa-responsive dystonia due to tyrosine hydroxylase deficiency,OMIM:605407,AR,developmental delay concern; gait / coordination concern; language / cognitive concern
D0187,DMD,Duchenne muscular dystrophy,OMIM:310200,XLR,developmental delay concern; gait / coordination concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; respiratory / cardiopulmonary concern; respiratory concern
D0276,GCH1,"Dystonia, DOPA-responsive",OMIM:128230,AR,gait / coordination concern; language / cognitive concern; vision / ocular tracking concern
D0607,SPR,"Dystonia, dopa-responsive, due to sepiapterin reductase deficiency",OMIM:612716,AR,developmental delay concern; gait / coordination concern; growth / weight concern; language / cognitive concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0548,SCN2A,Early infantile epileptic encephalopathy-11,OMIM:613721,AD,developmental delay concern; language / cognitive concern; seizure-like event concern; social interaction / behavioral concern
D0364,KCNT1,Early infantile epileptic encephalopathy-14,OMIM:614959,AD,developmental delay concern; developmental regression concern; gait / coordination concern; language / cognitive concern; seizure-like event concern
D0089,CAD,Early infantile epileptic encephalopathy-50,OMIM:616457,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; renal / urinary concern; seizure-like event concern
